PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,"800 Florida Ave NE, Washington, DC 20002",,,,,,,,,
Location:,"Lat, Lon: 38.89, -76.98",,,,,,,,,
Lat (deg N):,38.89,,,,,,,,,
Long (deg W):,76.98,,,,,,,,,
Elev (m):,22.44000053,,,,,,,,,
DC System Size (kW):,34,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.11,,,,,,,,,
Capacity Factor (%),"15.6	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
10,6,5,0,0,9,1,0,9,0,0
10,6,6,243,19,10,1,58.193,9.529,1351.72,1152.947
10,6,7,618,52,13,1,277.93,19.996,7434.521,7097.127
10,6,8,770,68,15,1,514.272,30.393,14187.547,13648.861
10,6,9,845,77,18,1,709.058,40.03,19081.766,18366.027
10,6,10,882,83,19,1,848.53,45.688,22322.467,21475.076
10,6,11,896,86,20,1,917.209,49.045,23743.072,22834.352
10,6,12,890,87,21,1,908.774,50.007,23402.865,22509.031
10,6,13,873,82,21,1,827.882,47.772,21532.867,20718.613
10,6,14,825,78,22,1,677.733,44.232,17820.227,17152.631
10,6,15,736,69,21,1,475.311,36.85,12629.859,12142.03
10,6,16,437,62,20,0,211.386,30.515,5370.831,5085.001
10,6,17,0,14,20,0,13.264,20.349,395.94,215.27
10,6,18,0,0,19,0,0,19,0,0
10,6,19,0,0,18,0,0,18,0,0
10,6,20,0,0,17,0,0,17,0,0
10,6,21,0,0,16,0,0,16,0,0
10,6,22,0,0,15,1,0,15,0,0
10,6,23,0,0,14,1,0,14,0,0
10,7,0,0,0,14,1,0,14,0,0
10,7,1,0,0,14,1,0,14,0,0
10,7,2,0,0,14,1,0,14,0,0
10,7,3,0,0,14,1,0,14,0,0
10,7,4,0,0,14,1,0,14,0,0
10,7,5,0,0,14,1,0,14,0,0
10,7,6,89,21,15,1,37.722,13.859,989.892,798.09
10,7,7,0,73,17,1,70.479,17.143,2134.919,1920.567
10,7,8,0,69,18,1,65.541,18.186,1975.965,1764.829
10,7,9,38,226,19,1,259.557,25.477,7557.126,7216.522
10,7,10,45,277,20,1,324.574,29.449,9280.275,8892.816
10,7,11,792,136,21,1,883.621,47.031,23118.564,22237.078
10,7,12,797,132,22,2,879.728,45.776,23166.02,22282.479
10,7,13,795,117,22,2,805.34,43.939,21370.945,20563.402
10,7,14,750,106,23,1,659.61,44.583,17320.234,16671.238
10,7,15,673,85,22,1,458.48,37.249,12175.458,11701.964
10,7,16,495,59,21,0,224.945,31.844,5628.462,5336.45
10,7,17,80,11,19,0,22.555,19.861,531.532,348.355
10,7,18,0,0,19,0,0,19,0,0
10,7,19,0,0,18,0,0,18,0,0
10,7,20,0,0,17,0,0,17,0,0
10,7,21,0,0,16,0,0,16,0,0
10,7,22,0,0,15,1,0,15,0,0
10,7,23,0,0,15,1,0,15,0,0
10,8,0,0,0,14,1,0,14,0,0
10,8,1,0,0,13,1,0,13,0,0
10,8,2,0,0,13,1,0,13,0,0
10,8,3,0,0,12,1,0,12,0,0
10,8,4,0,0,12,1,0,12,0,0
10,8,5,0,0,12,1,0,12,0,0
10,8,6,103,20,13,1,38.676,11.886,1001.018,809.003
10,8,7,449,79,15,1,245.783,20.868,6680.934,6362.909
10,8,8,622,111,18,0,478.115,36.145,12872.256,12376.688
10,8,9,715,130,21,0,677.428,46.996,17601.932,16942.49
10,8,10,744,150,22,0,812.543,53.142,20549.625,19775.678
10,8,11,760,159,23,0,882.686,56.808,21910.152,21080.15
10,8,12,765,154,23,1,877.437,50.893,22489.6,21635.107
10,8,13,718,157,23,1,786.829,48.401,20401.578,19633.609
10,8,14,647,148,23,1,630.876,43.701,16654.262,16029.614
10,8,15,540,122,22,0,423.319,40.793,11090.499,10650.32
10,8,16,309,70,21,0,175.976,29.809,4559.524,4292.691
10,8,17,19,7,19,0,9.746,18.43,259.264,81.101
10,8,18,0,0,17,1,0,17,0,0
10,8,19,0,0,17,1,0,17,0,0
10,8,20,0,0,16,2,0,16,0,0
10,8,21,0,0,16,2,0,16,0,0
10,8,22,0,0,15,1,0,15,0,0
10,8,23,0,0,15,1,0,15,0,0
10,9,0,0,0,15,1,0,15,0,0
10,9,1,0,0,15,1,0,15,0,0
10,9,2,0,0,15,1,0,15,0,0
10,9,3,0,0,15,2,0,15,0,0
10,9,4,0,0,15,2,0,15,0,0
10,9,5,0,0,15,2,0,15,0,0
10,9,6,128,18,15,2,40.069,14.155,985.779,794.055
10,9,7,504,64,17,3,250.29,21.504,6714.292,6395.423
10,9,8,671,88,19,3,479.5,29.483,13304.237,12794.717
10,9,9,751,105,22,3,671.999,37.458,18322.76,17636.195
10,9,10,790,116,23,3,808.318,41.974,21674.551,20854.4
10,9,11,0,114,24,3,109.021,27.17,3152.313,2916.722
10,9,12,9,218,25,3,221.622,29.101,6349.09,6039.398
10,9,13,299,281,25,3,559.622,37.244,15381.812,14802.339
10,9,14,310,220,24,2,459.451,36.25,12632.968,12145.039
10,9,15,433,125,23,2,369.198,32.618,10095.554,9684.795
10,9,16,364,70,22,1,191.882,27.857,4972.579,4696.164
10,9,17,0,0,20,1,0,20,0,0
10,9,18,0,0,19,1,0,19,0,0
10,9,19,0,0,19,1,0,19,0,0
10,9,20,0,0,18,1,0,18,0,0
10,9,21,0,0,17,2,0,17,0,0
10,9,22,0,0,16,3,0,16,0,0
10,9,23,0,0,16,3,0,16,0,0
10,10,0,0,0,15,3,0,15,0,0
10,10,1,0,0,14,3,0,14,0,0
10,10,2,0,0,14,3,0,14,0,0
10,10,3,0,0,13,3,0,13,0,0
10,10,4,0,0,12,3,0,12,0,0
10,10,5,0,0,11,3,0,11,0,0
10,10,6,0,15,11,3,14.211,9.538,445.308,263.727
10,10,7,436,67,11,3,229.526,14.887,6381.457,6070.957
10,10,8,791,74,12,4,527.89,22.582,15095.018,14525.482
10,10,9,554,164,14,3,591.282,27.852,16916.826,16282.638
10,10,10,587,193,15,3,723.779,32.064,20397.488,19629.686
10,10,11,951,87,16,2,958.616,41.548,25795.184,24793.971
10,10,12,949,86,16,2,950.183,42.027,25502.566,24514.824
10,10,13,928,83,17,2,863.585,40.811,23272.387,22384.232
10,10,14,881,77,17,2,704.912,36.587,19241.092,18519.15
10,10,15,793,66,16,1,491.78,32.625,13286.741,12777.79
10,10,16,610,47,14,1,241.183,22.031,6175.862,5870.472
10,10,17,0,0,12,1,0,12,0,0
10,10,18,0,0,11,1,0,11,0,0
10,10,19,0,0,10,1,0,10,0,0
10,10,20,0,0,10,1,0,10,0,0
10,10,21,0,0,9,1,0,9,0,0
10,10,22,0,0,9,1,0,9,0,0
10,10,23,0,0,9,1,0,9,0,0
10,11,0,0,0,9,0,0,9,0,0
10,11,1,0,0,9,0,0,9,0,0
10,11,2,0,0,9,0,0,9,0,0
10,11,3,0,0,8,0,0,8,0,0
10,11,4,0,0,8,0,0,8,0,0
10,11,5,0,0,7,0,0,7,0,0
10,11,6,206,16,8,1,50.501,7.036,1193.092,997.392
10,11,7,620,53,10,0,276.913,19.282,7407.651,7070.958
10,11,8,784,71,13,0,519.434,32.972,14128.493,13591.784
10,11,9,868,80,16,0,721.025,43.916,19007.322,18294.473
10,11,10,910,85,17,0,864.38,50.318,22182.135,21340.684
10,11,11,925,88,18,0,933.965,54.004,23535.223,22635.611
10,11,12,923,88,19,0,926.59,55.046,23213.883,22328.266
10,11,13,902,84,19,1,840.526,46.323,22014.557,21180.17
10,11,14,858,76,19,1,685.02,41.646,18222.311,17539.561
10,11,15,772,64,19,1,476.176,34.97,12706.782,12216.504
10,11,16,592,45,17,1,231.772,24.629,5846.966,5549.652
10,11,17,0,0,15,1,0,15,0,0
10,11,18,0,0,13,1,0,13,0,0
10,11,19,0,0,12,1,0,12,0,0
10,11,20,0,0,11,1,0,11,0,0
10,11,21,0,0,10,1,0,10,0,0
10,11,22,0,0,10,1,0,10,0,0
10,11,23,0,0,9,1,0,9,0,0
10,12,0,0,0,9,1,0,9,0,0
10,12,1,0,0,8,1,0,8,0,0
10,12,2,0,0,8,1,0,8,0,0
10,12,3,0,0,8,1,0,8,0,0
10,12,4,0,0,8,1,0,8,0,0
10,12,5,0,0,8,0,0,8,0,0
10,12,6,219,14,9,0,50.228,7.142,1157.818,962.798
10,12,7,633,48,11,0,274.185,20.16,7273.7,6940.492
10,12,8,789,65,13,0,514.144,32.775,13985.863,13453.913
10,12,9,865,75,16,1,711.399,38.195,19302.09,18577.766
10,12,10,904,79,19,2,850.319,41.687,22823.434,21954.668
10,12,11,915,81,20,2,914.507,44.627,24219.117,23289.35
10,12,12,906,81,21,2,900.763,45.425,23753.068,22843.906
10,12,13,880,78,22,2,812.852,44.185,21524.166,20710.273
10,12,14,828,72,21,2,657.025,39.089,17699.213,17036.145
10,12,15,734,62,20,2,452.045,32.413,12206.117,11731.663
10,12,16,544,44,18,1,215.659,24.999,5435.261,5147.892
10,12,17,0,0,16,1,0,16,0,0
10,12,18,0,0,15,2,0,15,0,0
10,12,19,0,0,14,2,0,14,0,0
10,12,20,0,0,14,1,0,14,0,0
10,12,21,0,0,14,1,0,14,0,0
10,12,22,0,0,13,1,0,13,0,0
10,12,23,0,0,13,1,0,13,0,0
10,13,0,0,0,13,1,0,13,0,0
10,13,1,0,0,12,1,0,12,0,0
10,13,2,0,0,12,1,0,12,0,0
10,13,3,0,0,12,1,0,12,0,0
10,13,4,0,0,12,1,0,12,0,0
10,13,5,0,0,12,1,0,12,0,0
10,13,6,0,1,13,1,0.944,10.481,29.472,0
10,13,7,0,13,14,2,12.303,12.323,380.824,200.433
10,13,8,190,165,15,2,279.76,20.762,8210.634,7852.642
10,13,9,10,187,17,2,190.932,21.282,5672.691,5379.61
10,13,10,106,293,20,3,394.837,28.345,11344.126,10896.274
10,13,11,792,137,22,2,872.448,44.192,23158.76,22275.533
10,13,12,816,123,23,2,872.907,46.532,22886.924,22015.43
10,13,13,120,286,23,3,406.89,33.296,11410.963,10961.078
10,13,14,42,209,23,2,244.286,29.178,6983.981,6658.242
10,13,15,0,11,22,1,10.417,21.41,309.447,130.366
10,13,16,58,70,20,1,88.37,20.685,2539.109,2316.455
10,13,17,0,0,18,1,0,18,0,0
10,13,18,0,0,18,1,0,18,0,0
10,13,19,0,0,17,1,0,17,0,0
10,13,20,0,0,16,2,0,16,0,0
10,13,21,0,0,15,2,0,15,0,0
10,13,22,0,0,14,2,0,14,0,0
10,13,23,0,0,13,1,0,13,0,0
10,14,0,0,0,12,1,0,12,0,0
10,14,1,0,0,11,1,0,11,0,0
10,14,2,0,0,11,1,0,11,0,0
10,14,3,0,0,11,1,0,11,0,0
10,14,4,0,0,11,1,0,11,0,0
10,14,5,0,0,11,1,0,11,0,0
10,14,6,88,14,12,1,30.129,10.441,768.722,581.11
10,14,7,477,66,14,2,240.07,18.736,6517.006,6203.113
10,14,8,668,92,16,2,476.99,27.785,13323.566,12813.417
10,14,9,776,103,17,3,680.177,32.732,18965.918,18254.674
10,14,10,51,268,18,3,321.103,25.837,9338.995,8949.883
10,14,11,133,322,19,3,468.239,29.395,13390.547,12878.214
10,14,12,344,292,19,3,630.667,33.531,17669.498,17007.539
10,14,13,831,106,19,3,805.135,37.913,22008.977,21174.824
10,14,14,774,97,19,3,647.086,34.722,17816.359,17148.908
10,14,15,656,85,18,2,434.863,29.966,11904.651,11439.594
10,14,16,432,57,16,1,193.569,22.222,5022.577,4744.989
10,14,17,0,0,14,1,0,14,0,0
10,14,18,0,0,13,1,0,13,0,0
10,14,19,0,0,12,1,0,12,0,0
10,14,20,0,0,11,1,0,11,0,0
10,14,21,0,0,10,1,0,10,0,0
10,14,22,0,0,10,1,0,10,0,0
10,14,23,0,0,9,1,0,9,0,0
10,15,0,0,0,9,1,0,9,0,0
10,15,1,0,0,9,1,0,9,0,0
10,15,2,0,0,9,2,0,9,0,0
10,15,3,0,0,8,1,0,8,0,0
10,15,4,0,0,8,1,0,8,0,0
10,15,5,0,0,7,1,0,7,0,0
10,15,6,106,13,8,1,31.674,6.391,795.576,607.458
10,15,7,542,60,11,2,255.005,16.134,6948.346,6623.519
10,15,8,729,82,13,2,497.859,25.427,14037.654,13503.979
10,15,9,820,96,15,2,702.102,33.463,19499.959,18767.877
10,15,10,867,104,16,3,847.478,36.137,23387.631,22494.463
10,15,11,890,106,17,3,920.133,39.091,25063.166,24095.475
10,15,12,889,104,17,3,904.121,38.9,24646.143,23697.287
10,15,13,878,95,18,3,827.967,38.106,22605.936,21746.484
10,15,14,829,86,18,2,669.72,36.553,18260.018,17575.836
10,15,15,732,71,17,1,453.907,32.309,12242.063,11766.482
10,15,16,525,47,15,1,208.574,21.801,5319.032,5034.437
10,15,17,0,0,13,1,0,13,0,0
10,15,18,0,0,12,1,0,12,0,0
10,15,19,0,0,11,1,0,11,0,0
10,15,20,0,0,11,2,0,11,0,0
10,15,21,0,0,10,2,0,10,0,0
10,15,22,0,0,10,2,0,10,0,0
10,15,23,0,0,10,2,0,10,0,0
10,16,0,0,0,9,2,0,9,0,0
10,16,1,0,0,8,1,0,8,0,0
10,16,2,0,0,8,1,0,8,0,0
10,16,3,0,0,8,1,0,8,0,0
10,16,4,0,0,7,2,0,7,0,0
10,16,5,0,0,7,2,0,7,0,0
10,16,6,80,11,8,2,25.527,6.566,651.376,465.965
10,16,7,526,61,10,2,249.929,14.97,6850.049,6527.732
10,16,8,730,84,12,3,499.353,23.009,14236.269,13695.949
10,16,9,828,96,14,3,705.991,30.452,19892.695,19145.092
10,16,10,899,93,15,3,853.398,35.315,23642.57,22738.262
10,16,11,923,93,16,3,925.348,38.261,25307.629,24328.809
10,16,12,930,89,17,3,920.202,39.274,25034.225,24067.846
10,16,13,910,83,17,3,831.724,37.263,22798.318,21930.631
10,16,14,854,78,17,3,674.873,33.471,18671.32,17971.436
10,16,15,752,66,16,2,456.089,28.644,12499.013,12015.334
10,16,16,545,44,14,1,209.478,20.845,5330.229,5045.367
10,16,17,0,0,12,1,0,12,0,0
10,16,18,0,0,10,1,0,10,0,0
10,16,19,0,0,9,2,0,9,0,0
10,16,20,0,0,9,2,0,9,0,0
10,16,21,0,0,8,1,0,8,0,0
10,16,22,0,0,7,1,0,7,0,0
10,16,23,0,0,7,1,0,7,0,0
10,17,0,0,0,6,1,0,6,0,0
10,17,1,0,0,6,1,0,6,0,0
10,17,2,0,0,6,2,0,6,0,0
10,17,3,0,0,5,2,0,5,0,0
10,17,4,0,0,5,2,0,5,0,0
10,17,5,0,0,5,2,0,5,0,0
10,17,6,93,11,6,2,28.665,4.622,731.104,544.2
10,17,7,545,56,8,3,250.24,12.422,6905.069,6581.348
10,17,8,731,79,11,3,492.949,21.869,14116.574,13580.264
10,17,9,824,92,12,3,696.878,28.275,19837.088,19091.691
10,17,10,4,187,12,3,186.217,16.665,5652.619,5360.023
10,17,11,1,171,13,4,167.036,15.545,5096.366,4817.043
10,17,12,158,310,13,4,475.489,22.302,14058.066,13523.709
10,17,13,26,236,13,4,255.383,18.132,7698.094,7353.778
10,17,14,21,188,13,4,200.27,16.434,6078.944,5775.946
10,17,15,120,141,12,3,210.342,15.925,6304.388,5995.809
10,17,16,374,61,11,2,177.126,14.624,4781.02,4509.072
10,17,17,0,0,9,2,0,9,0,0
10,17,18,0,0,7,3,0,7,0,0
10,17,19,0,0,6,3,0,6,0,0
10,17,20,0,0,5,2,0,5,0,0
10,17,21,0,0,4,2,0,4,0,0
10,17,22,0,0,4,2,0,4,0,0
10,17,23,0,0,3,2,0,3,0,0
10,18,0,0,0,3,2,0,3,0,0
10,18,1,0,0,2,2,0,2,0,0
10,18,2,0,0,2,2,0,2,0,0
10,18,3,0,0,1,2,0,1,0,0
10,18,4,0,0,1,2,0,1,0,0
10,18,5,0,0,1,2,0,1,0,0
10,18,6,81,10,2,2,24.592,0.449,635.86,450.739
10,18,7,541,58,4,2,250.188,8.971,7011.423,6684.98
10,18,8,727,83,6,3,493.951,16.961,14465.656,13917.612
10,18,9,820,98,8,3,698.874,24.431,20256.967,19494.814
10,18,10,887,98,9,3,850.47,29.448,24240.369,23309.656
10,18,11,277,301,9,3,582.048,23.563,17104.197,16463.152
10,18,12,101,301,10,3,404.33,19.628,12104.089,11632.826
10,18,13,336,257,10,4,556.512,21.6,16475.354,15857.164
10,18,14,172,222,10,4,355.058,17.491,10679.688,10251.787
10,18,15,646,90,9,4,427.197,17.645,12356.522,11877.343
10,18,16,432,54,8,3,185.202,11.915,4983.383,4706.715
10,18,17,0,0,6,2,0,6,0,0
10,18,18,0,0,5,2,0,5,0,0
10,18,19,0,0,4,2,0,4,0,0
10,18,20,0,0,4,1,0,4,0,0
10,18,21,0,0,3,1,0,3,0,0
10,18,22,0,0,3,1,0,3,0,0
10,18,23,0,0,2,1,0,2,0,0
10,19,0,0,0,2,1,0,2,0,0
10,19,1,0,0,1,1,0,1,0,0
10,19,2,0,0,1,1,0,1,0,0
10,19,3,0,0,0,1,0,0,0,0
10,19,4,0,0,0,1,0,0,0,0
10,19,5,0,0,0,1,0,0,0,0
10,19,6,0,0,1,1,0,1,0,0
10,19,7,535,55,3,0,244.249,10.435,6786.555,6465.853
10,19,8,728,77,6,0,486.347,24.896,13718.029,13194.953
10,19,9,825,89,8,0,690.477,35.316,18985.266,18273.271
10,19,10,886,90,9,0,832.465,41.898,22305.256,21458.596
10,19,11,909,92,10,0,904.196,45.746,23795.961,22884.914
10,19,12,911,90,11,1,896.533,40.37,24249.596,23318.475
10,19,13,892,85,12,1,811.218,38.875,22047.6,21211.822
10,19,14,844,76,13,2,657.863,31.382,18366.502,17678.273
10,19,15,748,62,12,2,442.742,24.322,12343.952,11865.169
10,19,16,536,40,10,1,198.079,16.448,5089.827,4810.658
10,19,17,0,0,7,1,0,7,0,0
10,19,18,0,0,7,2,0,7,0,0
10,19,19,0,0,6,2,0,6,0,0
10,19,20,0,0,6,2,0,6,0,0
10,19,21,0,0,5,2,0,5,0,0
10,19,22,0,0,5,2,0,5,0,0
10,19,23,0,0,5,2,0,5,0,0
10,20,0,0,0,4,2,0,4,0,0
10,20,1,0,0,4,2,0,4,0,0
10,20,2,0,0,4,2,0,4,0,0
10,20,3,0,0,4,2,0,4,0,0
10,20,4,0,0,3,2,0,3,0,0
10,20,5,0,0,3,2,0,3,0,0
10,20,6,0,0,4,2,0,4,0,0
10,20,7,503,56,6,2,234.015,10.428,6513.583,6199.775
10,20,8,690,81,8,2,469.235,19.68,13563.46,13045.469
10,20,9,781,96,12,2,665.625,29.532,18824.998,18119.199
10,20,10,837,101,15,1,808.608,40.646,21804.432,20978.857
10,20,11,421,257,17,1,667.268,39.118,18178.053,17496.979
10,20,12,259,291,19,1,551.948,37.108,15191.691,14618.816
10,20,13,574,173,20,2,659.629,37.398,18076.574,17399.336
10,20,14,782,87,19,1,626.673,39.234,16831.953,16200.857
10,20,15,671,72,18,1,415.788,31.95,11196.479,10753.104
10,20,16,441,45,15,1,176.219,20.577,4500.221,4234.749
10,20,17,0,0,13,1,0,13,0,0
10,20,18,0,0,12,2,0,12,0,0
10,20,19,0,0,10,1,0,10,0,0
10,20,20,0,0,10,1,0,10,0,0
10,20,21,0,0,9,1,0,9,0,0
10,20,22,0,0,8,1,0,8,0,0
10,20,23,0,0,8,1,0,8,0,0
10,21,0,0,0,7,1,0,7,0,0
10,21,1,0,0,7,1,0,7,0,0
10,21,2,0,0,7,1,0,7,0,0
10,21,3,0,0,7,1,0,7,0,0
10,21,4,0,0,7,0,0,7,0,0
10,21,5,0,0,7,0,0,7,0,0
10,21,6,0,0,7,0,0,7,0,0
10,21,7,496,55,9,0,229.886,15.817,6240.361,5933.373
10,21,8,711,76,12,0,473.363,30.08,13015.383,12515.214
10,21,9,814,86,15,0,675.571,41.279,18019.678,17344.586
10,21,10,878,86,18,0,816.719,49.569,21020.918,20227.781
10,21,11,894,90,20,0,883.698,54.12,22238.629,21394.789
10,21,12,890,90,21,1,873.01,48.91,22587.701,21729.029
10,21,13,867,85,22,1,786.011,47.42,20438.27,19668.82
10,21,14,813,78,21,1,634.52,41.893,16802.541,16172.514
10,21,15,704,65,20,0,420.366,38.812,10914.524,10479.628
10,21,16,469,41,18,0,178.35,26.919,4379.628,4116.91
10,21,17,0,0,15,1,0,15,0,0
10,21,18,0,0,13,1,0,13,0,0
10,21,19,0,0,12,1,0,12,0,0
10,21,20,0,0,12,1,0,12,0,0
10,21,21,0,0,11,1,0,11,0,0
10,21,22,0,0,10,1,0,10,0,0
10,21,23,0,0,10,1,0,10,0,0
10,22,0,0,0,9,1,0,9,0,0
10,22,1,0,0,8,1,0,8,0,0
10,22,2,0,0,8,1,0,8,0,0
10,22,3,0,0,7,1,0,7,0,0
10,22,4,0,0,7,1,0,7,0,0
10,22,5,0,0,7,1,0,7,0,0
10,22,6,0,0,8,1,0,8,0,0
10,22,7,531,51,10,1,236.132,15.323,6386.826,6076.192
10,22,8,734,70,13,1,475.731,27.078,13250.92,12743.132
10,22,9,829,79,16,1,676.024,37.01,18416.031,17725.916
10,22,10,525,195,19,1,655.821,40.136,17742.029,17077.359
10,22,11,455,243,22,1,679.212,43.579,18084.725,17407.18
10,22,12,520,214,23,1,698.738,45.177,18445.67,17754.424
10,22,13,534,190,23,2,643.923,40.363,17384.314,16732.951
10,22,14,668,113,23,1,578.621,41.629,15362.3,14783.506
10,22,15,534,92,22,1,367.984,34.215,9837.563,9434.255
10,22,16,153,54,19,1,102.969,22.002,2787.447,2559.604
10,22,17,0,0,17,1,0,17,0,0
10,22,18,0,0,16,1,0,16,0,0
10,22,19,0,0,15,1,0,15,0,0
10,22,20,0,0,14,1,0,14,0,0
10,22,21,0,0,14,1,0,14,0,0
10,22,22,0,0,14,1,0,14,0,0
10,22,23,0,0,14,1,0,14,0,0
10,23,0,0,0,14,1,0,14,0,0
10,23,1,0,0,14,2,0,14,0,0
10,23,2,0,0,14,2,0,14,0,0
10,23,3,0,0,13,2,0,13,0,0
10,23,4,0,0,12,2,0,12,0,0
10,23,5,0,0,11,2,0,11,0,0
10,23,6,0,0,11,2,0,11,0,0
10,23,7,539,49,12,2,235.661,16.496,6322.294,6013.269
10,23,8,762,67,13,3,485.582,23.635,13731.691,13208.163
10,23,9,866,75,15,3,694.947,31.139,19477.342,18746.148
10,23,10,927,76,16,3,839.826,35.946,23172.502,22288.68
10,23,11,949,77,17,3,910.666,38.859,24816.119,23859.609
10,23,12,948,77,18,3,901.866,39.789,24455.016,23514.729
10,23,13,900,84,18,2,805.291,40.174,21728.553,20906.15
10,23,14,851,75,18,2,650.918,36.008,17737.688,17073.182
10,23,15,748,62,17,1,433.846,31.627,11637.467,11180.653
10,23,16,510,38,14,1,183.444,19.904,4597.607,4329.899
10,23,17,0,0,11,1,0,11,0,0
10,23,18,0,0,10,1,0,10,0,0
10,23,19,0,0,9,1,0,9,0,0
10,23,20,0,0,9,1,0,9,0,0
10,23,21,0,0,9,2,0,9,0,0
10,23,22,0,0,8,2,0,8,0,0
10,23,23,0,0,7,2,0,7,0,0
10,24,0,0,0,7,1,0,7,0,0
10,24,1,0,0,6,1,0,6,0,0
10,24,2,0,0,6,1,0,6,0,0
10,24,3,0,0,6,1,0,6,0,0
10,24,4,0,0,5,1,0,5,0,0
10,24,5,0,0,5,1,0,5,0,0
10,24,6,0,0,6,1,0,6,0,0
10,24,7,0,39,8,2,37.001,6.89,1172.919,977.608
10,24,8,0,68,10,2,64.588,9.841,2021.232,1809.183
10,24,9,4,164,13,2,164.089,15.76,5000.462,4723.394
10,24,10,10,200,14,2,205.405,18.255,6189.471,5883.744
10,24,11,62,276,15,2,343.464,23.135,10117.556,9706.157
10,24,12,151,290,16,2,446.019,27.307,12877.676,12381.933
10,24,13,265,247,16,3,485.483,27.136,14001.683,13469.205
10,24,14,306,183,17,3,404.76,26.325,11637.738,11180.917
10,24,15,127,126,16,2,196.397,20.851,5733.125,5438.58
10,24,16,34,51,15,1,62.085,15.686,1832.326,1624.073
10,24,17,0,0,13,1,0,13,0,0
10,24,18,0,0,12,1,0,12,0,0
10,24,19,0,0,11,2,0,11,0,0
10,24,20,0,0,11,2,0,11,0,0
10,24,21,0,0,11,2,0,11,0,0
10,24,22,0,0,11,2,0,11,0,0
10,24,23,0,0,11,2,0,11,0,0
10,25,0,0,0,11,2,0,11,0,0
10,25,1,0,0,11,2,0,11,0,0
10,25,2,0,0,11,3,0,11,0,0
10,25,3,0,0,12,3,0,12,0,0
10,25,4,0,0,12,3,0,12,0,0
10,25,5,0,0,12,3,0,12,0,0
10,25,6,0,0,12,3,0,12,0,0
10,25,7,0,4,12,3,3.782,10.297,118.108,0
10,25,8,0,79,14,3,75.604,14.118,2321.561,2103.398
10,25,9,4,161,16,3,161.07,18.429,4849.394,4575.856
10,25,10,187,265,18,3,439.47,27.323,12675.955,12186.659
10,25,11,447,239,19,4,664.401,32.871,18662.631,17963.08
10,25,12,135,288,20,4,430.122,29.32,12300.3,11822.891
10,25,13,261,245,20,4,479.601,29.904,13649.303,13128.49
10,25,14,236,190,19,4,366.883,26.581,10549.514,10125.466
10,25,15,201,120,18,3,229.945,22.87,6600.452,6284.459
10,25,16,2,45,16,2,45.095,16.101,1368.865,1169.758
10,25,17,0,0,14,2,0,14,0,0
10,25,18,0,0,12,2,0,12,0,0
10,25,19,0,0,11,2,0,11,0,0
10,25,20,0,0,10,2,0,10,0,0
10,25,21,0,0,10,2,0,10,0,0
10,25,22,0,0,9,2,0,9,0,0
10,25,23,0,0,9,3,0,9,0,0
10,26,0,0,0,9,2,0,9,0,0
10,26,1,0,0,8,2,0,8,0,0
10,26,2,0,0,8,1,0,8,0,0
10,26,3,0,0,7,1,0,7,0,0
10,26,4,0,0,7,2,0,7,0,0
10,26,5,0,0,7,2,0,7,0,0
10,26,6,0,0,7,2,0,7,0,0
10,26,7,16,63,7,2,70.084,6.815,2195.998,1980.403
10,26,8,465,104,9,3,366.049,16.36,10772.857,10342.188
10,26,9,224,207,10,3,378.368,18.437,11325.157,10877.882
10,26,10,113,261,11,2,365.414,20.339,10894.465,10460.168
10,26,11,337,264,12,2,586.963,27.152,16950.596,16315.175
10,26,12,477,222,13,2,665.56,30.872,18871.084,18163.506
10,26,13,618,148,14,1,660.397,35.472,18251.912,17568.039
10,26,14,570,123,14,1,518.569,31.299,14487.513,13938.729
10,26,15,623,64,13,1,373.096,25.284,10313.656,9896.541
10,26,16,93,46,11,1,74.588,13.029,2131.786,1917.498
10,26,17,0,0,9,1,0,9,0,0
10,26,18,0,0,8,1,0,8,0,0
10,26,19,0,0,7,1,0,7,0,0
10,26,20,0,0,6,1,0,6,0,0
10,26,21,0,0,6,1,0,6,0,0
10,26,22,0,0,6,1,0,6,0,0
10,26,23,0,0,6,1,0,6,0,0
10,27,0,0,0,6,1,0,6,0,0
10,27,1,0,0,5,1,0,5,0,0
10,27,2,0,0,5,1,0,5,0,0
10,27,3,0,0,5,1,0,5,0,0
10,27,4,0,0,5,1,0,5,0,0
10,27,5,0,0,6,1,0,6,0,0
10,27,6,0,0,6,1,0,6,0,0
10,27,7,0,58,7,1,57.206,6.241,1818.5,1610.523
10,27,8,0,98,8,2,95.253,8.755,2995.059,2762.825
10,27,9,0,141,9,2,137.662,11.097,4284.254,4023.703
